14; 31
13; 24
11; 21
11; 22
11; 25
11; 25
11; 25
11; 25
11; 25
11; 27
11; 27
11; 26
11; 26
11; 25
11; 28
11; 28
11; 26
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 27
11; 28
11; 27
11; 26
11; 27
11; 27
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 29
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 29
11; 27
11; 26
11; 26
11; 28
11; 29
11; 27
11; 27
11; 26
11; 27
11; 28
11; 27
11; 27
11; 26
11; 28
11; 29
11; 27
11; 26
11; 26
11; 27
11; 28
11; 27
11; 27
11; 26
11; 27
11; 29
11; 27
11; 26
11; 27
11; 27
11; 28
11; 28
11; 26
11; 27
11; 27
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 28
11; 29
11; 28
11; 26
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 27
11; 27
11; 26
11; 27
11; 29
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 26
11; 26
11; 27
11; 29
11; 28
11; 26
11; 26
11; 27
11; 28
11; 27
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 26
11; 26
11; 27
11; 29
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 25
11; 27
11; 28
11; 27
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
12; 26
11; 27
11; 29
11; 28
11; 26
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 27
11; 26
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 28
11; 26
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 26
11; 26
11; 26
11; 28
11; 28
11; 26
11; 26
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 28
11; 27
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 27
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 27
11; 26
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 27
11; 28
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 27
11; 26
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 26
11; 27
11; 26
11; 27
11; 28
11; 27
11; 26
11; 26
11; 28
11; 28
11; 28
11; 27
11; 27
11; 30
11; 31
11; 31
11; 29
11; 31
11; 36
11; 36
11; 37
11; 37
11; 42
11; 49
12; 48
11; 55
11; 54
11; 68
11; 76
11; 78
11; 88
11; 86
11; 107
14; 101
11; 114
11; 130
11; 132
14; 135
14; 157
12; 188
11; 167
15; 196
11; 184
11; 192
11; 201
15; 201
16; 201
13; 201
11; 201
14; 201
17; 201
11; 201
11; 201
15; 201
18; 201
17; 201
11; 201
15; 201
16; 201
18; 201
13; 201
14; 201
19; 201
18; 201
11; 201
15; 201
18; 201
23; 201
11; 201
17; 201
18; 201
22; 201
18; 201
15; 201
22; 201
22; 201
15; 201
16; 201
20; 201
25; 201
13; 201
18; 201
21; 201
24; 201
20; 201
18; 201
24; 201
25; 201
15; 201
23; 201
27; 201
19; 201
12; 201
23; 201
23; 201
27; 201
18; 201
23; 201
27; 201
25; 201
17; 201
25; 201
28; 201
28; 201
18; 201
29; 201
29; 201
26; 201
23; 201
27; 201
33; 201
19; 201
23; 201
29; 201
29; 201
21; 201
29; 201
32; 201
27; 201
25; 201
30; 201
35; 201
29; 201
29; 201
34; 201
31; 201
31; 201
24; 201
36; 201
32; 201
27; 201
36; 201
36; 201
33; 201
25; 201
35; 201
37; 201
27; 201
37; 201
38; 201
29; 201
35; 201
38; 201
37; 201
31; 201
39; 201
40; 201
30; 201
37; 201
41; 201
38; 201
32; 201
43; 201
42; 201
39; 201
31; 201
44; 201
39; 201
36; 201
44; 201
41; 201
35; 201
42; 201
46; 201
37; 201
42; 201
46; 201
39; 201
41; 201
43; 189
44; 167
37; 161
44; 201
34; 198
49; 174
46; 201
48; 183
39; 201
44; 201
48; 201
46; 197
